F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Var_Threshold,Resampling
0.7175,0.711,0.7492,0.7377,LGR,401,QuantileTransformer_Normal,True,False
0.6971,0.6914,0.7058,0.7203,DT,401,,True,False
0.6973,0.6918,0.7058,0.7205,DT,401,StandardScaler,True,False
0.6975,0.6914,0.7067,0.7206,DT,401,Min-maxScaler,True,False
0.697,0.6909,0.7063,0.7201,DT,401,Max-absoluteScaler,True,False
0.6965,0.6906,0.7054,0.7197,DT,401,RobustScaler,True,False
0.6999,0.6946,0.7087,0.7223,DT,401,PowerTransformer,True,False
0.6982,0.6918,0.7079,0.721,DT,401,QuantileTransformer_Uniform,True,False
0.6994,0.6922,0.71,0.7218,DT,401,QuantileTransformer_Normal,True,False
0.5113,0.6505,0.51,0.5381,R,401,,True,False
0.706,0.7517,0.6684,0.746,R,401,StandardScaler,True,False
0.7377,0.7656,0.715,0.7687,R,401,Min-maxScaler,True,False
0.7246,0.7672,0.6895,0.7617,R,401,Max-absoluteScaler,True,False
0.6771,0.7379,0.6287,0.7271,R,401,RobustScaler,True,False
0.7332,0.732,0.7375,0.755,R,401,PowerTransformer,True,False
0.7761,0.775,0.7799,0.7945,R,401,QuantileTransformer_Uniform,True,False
0.7086,0.6994,0.722,0.7289,R,401,QuantileTransformer_Normal,True,False
0.7723,0.7818,0.7654,0.7941,XG,401,,True,False
0.772,0.7817,0.765,0.7939,XG,401,StandardScaler,True,False
0.7723,0.7818,0.7654,0.7941,XG,401,Min-maxScaler,True,False
0.7723,0.7818,0.7654,0.7941,XG,401,Max-absoluteScaler,True,False
0.7724,0.7821,0.7654,0.7943,XG,401,RobustScaler,True,False
0.7723,0.7818,0.7654,0.7941,XG,401,PowerTransformer,True,False
0.7705,0.7808,0.7629,0.7927,XG,401,QuantileTransformer_Uniform,True,False
0.7705,0.7808,0.7629,0.7927,XG,401,QuantileTransformer_Normal,True,False
0.0,0.0,0.0,0.5435,GPC,401,,True,False
0.6779,0.6895,0.6692,0.7099,GPC,401,StandardScaler,True,False
0.7499,0.7633,0.7391,0.7755,GPC,401,Min-maxScaler,True,False
0.7456,0.7678,0.7276,0.7739,GPC,401,Max-absoluteScaler,True,False
0.6069,0.6676,0.5592,0.6697,GPC,401,RobustScaler,True,False
0.7208,0.6883,0.7591,0.7317,GPC,401,PowerTransformer,True,False
0.7637,0.7157,0.82,0.7684,GPC,401,QuantileTransformer_Uniform,True,False
0.7117,0.6808,0.7479,0.723,GPC,401,QuantileTransformer_Normal,True,False
0.7523,0.7459,0.7629,0.7718,ADA,401,,True,False
0.752,0.7451,0.7629,0.7714,ADA,401,StandardScaler,True,False
0.7523,0.7459,0.7629,0.7718,ADA,401,Min-maxScaler,True,False
0.7522,0.7455,0.7629,0.7716,ADA,401,Max-absoluteScaler,True,False
0.7523,0.7459,0.7629,0.7718,ADA,401,RobustScaler,True,False
0.7518,0.7448,0.7629,0.7712,ADA,401,PowerTransformer,True,False
0.7521,0.7455,0.7629,0.7716,ADA,401,QuantileTransformer_Uniform,True,False
0.7523,0.7458,0.7629,0.7718,ADA,401,QuantileTransformer_Normal,True,False
0.7721,0.7825,0.765,0.7942,GB,401,,True,False
0.7721,0.7822,0.7654,0.7942,GB,401,StandardScaler,True,False
0.7722,0.7821,0.7659,0.7942,GB,401,Min-maxScaler,True,False
0.7722,0.7821,0.7659,0.7943,GB,401,Max-absoluteScaler,True,False
0.7722,0.7822,0.7654,0.7942,GB,401,RobustScaler,True,False
0.7721,0.7796,0.7675,0.7936,GB,401,PowerTransformer,True,False
0.7744,0.7838,0.7683,0.796,GB,401,QuantileTransformer_Uniform,True,False
0.7745,0.783,0.7692,0.7958,GB,401,QuantileTransformer_Normal,True,False
