F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Var_Threshold,Resampling
0.6983,0.6971,0.7033,0.7236,DT,401,Min-maxScaler,False,False
0.698,0.6969,0.7029,0.7234,DT,401,Max-absoluteScaler,False,False
0.698,0.6974,0.7025,0.7236,DT,401,RobustScaler,False,False
0.6918,0.6905,0.6959,0.7178,DT,401,PowerTransformer,False,False
0.6987,0.6981,0.7029,0.7241,DT,401,QuantileTransformer_Uniform,False,False
0.6988,0.6975,0.7037,0.7239,DT,401,QuantileTransformer_Normal,False,False
0.5473,0.5292,0.5954,0.5868,DT,401,Normalisation,False,False
0.5483,0.583,0.5272,0.6036,R,401,,False,False
0.7008,0.7281,0.6787,0.7353,R,401,StandardScaler,False,False
0.7407,0.7595,0.7262,0.7687,R,401,Min-maxScaler,False,False
0.7397,0.7664,0.7175,0.7698,R,401,Max-absoluteScaler,False,False
0.6798,0.7312,0.6383,0.726,R,401,RobustScaler,False,False
0.7247,0.7221,0.7299,0.7466,R,401,PowerTransformer,False,False
0.7708,0.7695,0.775,0.7898,R,401,QuantileTransformer_Uniform,False,False
0.7057,0.6924,0.7233,0.7239,R,401,QuantileTransformer_Normal,False,False
0.7549,0.6423,0.9183,0.7266,R,401,Normalisation,False,False
0.7718,0.7841,0.763,0.7944,XG,401,,False,False
0.772,0.7843,0.763,0.7946,XG,401,StandardScaler,False,False
0.772,0.7844,0.763,0.7946,XG,401,Min-maxScaler,False,False
0.772,0.7844,0.763,0.7946,XG,401,Max-absoluteScaler,False,False
0.7718,0.7841,0.763,0.7944,XG,401,RobustScaler,False,False
0.7717,0.7843,0.7625,0.7944,XG,401,PowerTransformer,False,False
0.772,0.7859,0.7612,0.7948,XG,401,QuantileTransformer_Uniform,False,False
0.7722,0.7862,0.7612,0.7951,XG,401,QuantileTransformer_Normal,False,False
0.7728,0.729,0.8289,0.7776,XG,401,Normalisation,False,False
0.0,0.0,0.0,0.5435,GPC,401,,False,False
0.6712,0.6588,0.6871,0.6932,GPC,401,StandardScaler,False,False
0.747,0.7537,0.7425,0.7711,GPC,401,Min-maxScaler,False,False
0.7454,0.7592,0.7345,0.7719,GPC,401,Max-absoluteScaler,False,False
0.5985,0.6452,0.5608,0.6573,GPC,401,RobustScaler,False,False
0.7178,0.6839,0.7579,0.7281,GPC,401,PowerTransformer,False,False
0.7577,0.7084,0.8158,0.7618,GPC,401,QuantileTransformer_Uniform,False,False
0.7067,0.6707,0.7488,0.716,GPC,401,QuantileTransformer_Normal,False,False
0.7722,0.7216,0.8333,0.7751,GPC,401,Normalisation,False,False
0.7446,0.7443,0.7496,0.7663,ADA,401,,False,False
0.7449,0.7442,0.7504,0.7665,ADA,401,StandardScaler,False,False
0.7449,0.7442,0.7504,0.7665,ADA,401,Min-maxScaler,False,False
0.7449,0.7442,0.7504,0.7665,ADA,401,Max-absoluteScaler,False,False
0.7451,0.7445,0.7504,0.7667,ADA,401,RobustScaler,False,False
0.7442,0.7431,0.75,0.7658,ADA,401,PowerTransformer,False,False
0.7447,0.744,0.75,0.7663,ADA,401,QuantileTransformer_Uniform,False,False
0.7447,0.744,0.75,0.7663,ADA,401,QuantileTransformer_Normal,False,False
0.7181,0.7036,0.7787,0.7324,ADA,401,Normalisation,False,False
0.7683,0.7758,0.7637,0.7902,GB,401,,False,False
0.768,0.7751,0.7637,0.7898,GB,401,StandardScaler,False,False
0.768,0.7757,0.7633,0.79,GB,401,Min-maxScaler,False,False
0.768,0.7757,0.7633,0.79,GB,401,Max-absoluteScaler,False,False
0.7682,0.7761,0.7633,0.7902,GB,401,RobustScaler,False,False
0.7678,0.7752,0.7634,0.7896,GB,401,PowerTransformer,False,False
0.7672,0.7745,0.7629,0.7893,GB,401,QuantileTransformer_Uniform,False,False
0.7667,0.7729,0.7633,0.7884,GB,401,QuantileTransformer_Normal,False,False
0.7389,0.716,0.7904,0.7508,GB,401,Normalisation,False,False
