F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Var_Threshold,resampling
0.7774,0.729,0.8359,0.7814,KNN,495,QuantileTransformer_Uniform,False,True
0.7507,0.6764,0.8467,0.7428,KNN,495,QuantileTransformer_Normal,False,True
0.7372,0.6691,0.8233,0.732,KNN,495,Normalisation,False,True
0.5641,0.4325,0.8458,0.4761,LGR,495,,False,True
0.6966,0.6856,0.7128,0.7167,LGR,495,StandardScaler,False,True
0.7003,0.7446,0.6892,0.7388,LGR,495,Min-maxScaler,False,True
0.6931,0.737,0.6946,0.7312,LGR,495,Max-absoluteScaler,False,True
0.7192,0.7085,0.7345,0.7395,LGR,495,RobustScaler,False,True
0.7012,0.7214,0.6855,0.7349,LGR,495,PowerTransformer,False,True
0.7449,0.7139,0.8025,0.754,LGR,495,QuantileTransformer_Uniform,False,True
0.7172,0.7211,0.7436,0.7398,LGR,495,QuantileTransformer_Normal,False,True
0.7455,0.6623,0.8609,0.7305,LGR,495,Normalisation,False,True
0.7095,0.7055,0.7176,0.7324,DT,495,,False,True
0.7094,0.7052,0.7176,0.7322,DT,495,StandardScaler,False,True
0.7097,0.7056,0.7176,0.7327,DT,495,Min-maxScaler,False,True
0.7097,0.7057,0.7176,0.7326,DT,495,Max-absoluteScaler,False,True
0.7097,0.7057,0.7176,0.7326,DT,495,RobustScaler,False,True
0.7025,0.7003,0.7083,0.7274,DT,495,PowerTransformer,False,True
0.7084,0.7046,0.7159,0.7319,DT,495,QuantileTransformer_Uniform,False,True
0.7088,0.7042,0.7171,0.7318,DT,495,QuantileTransformer_Normal,False,True
0.5606,0.5332,0.6233,0.6019,DT,495,Normalisation,False,True
0.5328,0.5523,0.5441,0.5636,R,495,,False,True
0.6882,0.6813,0.6987,0.7115,R,495,StandardScaler,False,True
0.7653,0.7493,0.7846,0.7804,R,495,Min-maxScaler,False,True
0.756,0.7487,0.7658,0.7746,R,495,Max-absoluteScaler,False,True
0.6852,0.7155,0.6604,0.7234,R,495,RobustScaler,False,True
0.7068,0.6896,0.7284,0.7245,R,495,PowerTransformer,False,True
0.7792,0.7717,0.7892,0.7958,R,495,QuantileTransformer_Uniform,False,True
0.6806,0.6619,0.7034,0.6989,R,495,QuantileTransformer_Normal,False,True
0.7462,0.6371,0.9021,0.7194,R,495,Normalisation,False,True
0.7732,0.788,0.7617,0.7962,XG,495,,False,True
0.7733,0.7883,0.7617,0.7964,XG,495,StandardScaler,False,True
0.7735,0.7886,0.7617,0.7966,XG,495,Min-maxScaler,False,True
0.7735,0.7886,0.7617,0.7966,XG,495,Max-absoluteScaler,False,True
0.7732,0.788,0.7617,0.7962,XG,495,RobustScaler,False,True
0.7732,0.788,0.7617,0.7962,XG,495,PowerTransformer,False,True
0.7724,0.7871,0.7608,0.7955,XG,495,QuantileTransformer_Uniform,False,True
0.7726,0.7872,0.7612,0.7957,XG,495,QuantileTransformer_Normal,False,True
0.7684,0.722,0.8292,0.7718,XG,495,Normalisation,False,True
0.0,0.0,0.0,0.5435,GPC,495,,False,True
0.6439,0.6341,0.6575,0.668,GPC,495,StandardScaler,False,True
0.7589,0.7188,0.807,0.7662,GPC,495,Min-maxScaler,False,True
0.7555,0.7178,0.8004,0.7637,GPC,495,Max-absoluteScaler,False,True
0.6179,0.6496,0.5917,0.6666,GPC,495,RobustScaler,False,True
0.7157,0.667,0.7754,0.7189,GPC,495,PowerTransformer,False,True
0.755,0.6955,0.8279,0.755,GPC,495,QuantileTransformer_Uniform,False,True
0.7022,0.6588,0.7546,0.7078,GPC,495,QuantileTransformer_Normal,False,True
0.7724,0.7016,0.8617,0.7677,GPC,495,Normalisation,False,True
0.7488,0.7396,0.7616,0.7673,ADA,495,,False,True
0.7487,0.7393,0.7616,0.7671,ADA,495,StandardScaler,False,True
0.7488,0.7396,0.7616,0.7673,ADA,495,Min-maxScaler,False,True
0.7487,0.7393,0.7616,0.7671,ADA,495,Max-absoluteScaler,False,True
0.7488,0.7396,0.7616,0.7673,ADA,495,RobustScaler,False,True
0.749,0.7394,0.762,0.7673,ADA,495,PowerTransformer,False,True
0.7484,0.7391,0.7611,0.7669,ADA,495,QuantileTransformer_Uniform,False,True
0.7483,0.7389,0.7611,0.7667,ADA,495,QuantileTransformer_Normal,False,True
0.7244,0.6866,0.7992,0.7303,ADA,495,Normalisation,False,True
0.7704,0.7763,0.7671,0.7915,GB,495,,False,True
0.7704,0.7763,0.7671,0.7914,GB,495,StandardScaler,False,True
0.7702,0.7762,0.7666,0.7913,GB,495,Min-maxScaler,False,True
0.7699,0.7761,0.7662,0.7911,GB,495,Max-absoluteScaler,False,True
0.7704,0.7757,0.7675,0.7913,GB,495,RobustScaler,False,True
0.7687,0.7752,0.7655,0.7899,GB,495,PowerTransformer,False,True
0.7701,0.7763,0.7662,0.7912,GB,495,QuantileTransformer_Uniform,False,True
0.7693,0.7748,0.7662,0.7902,GB,495,QuantileTransformer_Normal,False,True
0.7242,0.7334,0.7379,0.7491,GB,495,Normalisation,False,True
